,Player,Translated,Compounded_polarity,Sentiment
4472,MS Dhoni,"# IPL2018Final
#CSKvSRH @ShaneRWatson33 ne to watt laga di @msdhoni in Watson maah #WhistlePodu @ChennaiIPL",0.0,Neutral
4482,MS Dhoni,"RT @TrollDad007: Dhoni: ""Kane ye le teri team ki first runner-up aane ki speech.""
#IPL2018Final #IPL2018 #CSKvsSRH https://t.co/afhn1XnlrZ",0.0,Neutral
4524,MS Dhoni,"When Watson scoring all required run rate and not leaving credit for Dhoni 😉
#CSKvSRH #IPL2018Final https://t.co/EkR0eTfQiS",-2.924,Negative
4549,MS Dhoni,A century in a big final. Well played Shane Watson. Well played @ChennaiIPL @msdhoni what an innings from Watson th… https://t.co/wgYfNJgfdS,7.906,Positive
4565,MS Dhoni,#CSK fans now only waiting for Thala @msdhoni to come in and finish it in his style #IPL2018Final,0.0,Neutral
4597,MS Dhoni,Cant wait fr Dhoni to lift d IPL trophy this year 😍 #CSKvSRH #IPL2018Final,0.0,Neutral
4603,MS Dhoni,"Waiting for Dhoni's master stroke world world cup 2011 type sixer 🏏🏏in the last ball.... #IPL2018Final

Next in lin… https://t.co/57l1maT4g4",0.0,Neutral
4635,MS Dhoni,#IPL2018Final dhoni 😊😊,0.0,Neutral
4638,MS Dhoni,"Dhoni padded up and ready to go finish the match :D 

#SRHvsCSK #IPL2018Final",7.603,Positive
4642,MS Dhoni,"Dhoni says....
My @ShaneRWatson33  is my watson none of your warner.....
#CSKvsSRH #IPL2018Final",0.0,Neutral
4652,MS Dhoni,"RT @KESHAV1303: Naa Favorite Odipotam istam Ledu !

Forever #MSDian 😎

All The Best #ThalaDHONI 🤩

#SRHvCSK 🤞  #IPL2018Final 🔥

#CSK 💛 #Whi…",8.172,Positive
4665,MS Dhoni,"Thalapathy Dhoni team is going to take the IPL 2018 CUP .
☺☺🙏🙏🙏🙏🙏🙏🙏🙏
#IPL2018Final 
#CSKvSRH 
#Watson 
#MSDhoni https://t.co/G5oNYHmKcz",0.0,Neutral
4676,MS Dhoni,"The father is the father itself, the son is the son, this is Dhoni's team 🇮🇳💪🇮🇳💪🇮🇳💪
#Watson # IPL2018final #CSKVSRH",0.0,Neutral
4689,MS Dhoni,#IPL2018Final already won by #CSK due to superb batting plan. #dhoni always great leader. #CSKvSRH,9.169,Positive
4690,MS Dhoni,"Shane Watson to #SRH Bowlers

#SRHvCSK #CSKvSRH #IPL2018Final #Shanewatson #CSK #Msdhoni https://t.co/bRIdl0PNMn",0.0,Neutral
4728,MS Dhoni,Let Dhoni come in to smash the winning runs #IPL2018Final,5.2669999999999995,Positive
4744,MS Dhoni,RT @BoriaMajumdar: A century in a big final. Well played Shane Watson. Well played @ChennaiIPL @msdhoni what an innings from Watson this!!…,8.217,Positive
4782,MS Dhoni,"RT @Indianit07: I think I couldn't see the battle between Dhoni &amp; Rashid Khan in this #IPL2018Final because of Shane Watson!

The way he is…",3.5610000000000004,Positive
4801,MS Dhoni,"RT @iGcrpXNahM2VH1D: #IPL2018Final

DHONI 7 no. JERSY BUY HERE

https://t.co/UE60NKE0GT

#IPL #srh #CSKvsSRH #ChennaiSuperKings #Dhoni #Whi…",-2.96,Negative
4816,MS Dhoni,Dhoni should be on the crease! #WhistlePodu #CSKvSRH #Yellove #IPL2018Final,0.0,Neutral
4821,MS Dhoni,"I get it #CSK is gonna win the # IPL2018Final.

Magar intezaar toh thi hi tahala ke aane ka hai 😍😍💕

#CSKvSRH #MSDhoni @msdhoni",5.859,Positive
4822,MS Dhoni,@msdhoni padded to sign off this tournament in style #IPL2018Final #WhistlePodu,0.0,Neutral
4854,MS Dhoni,Dhoni would be the most relieved man right now. He won't have to bat tonight #ipl #IPL2018Final #CSKvSRH,4.391,Positive
4874,MS Dhoni,"RT @TripathiAm3: Thalapathy Dhoni team is going to take the IPL 2018 CUP .
☺☺🙏🙏🙏🙏🙏🙏🙏🙏
#IPL2018Final 
#CSKvSRH 
#Watson 
#MSDhoni https://t.…",0.0,Neutral
4885,MS Dhoni,# IPL2018Final wins Dhoni Dhoni Dhoni,5.718999999999999,Positive
4925,MS Dhoni,"Fantastic innings by Watson #IPL2018Final - looks as if it’ll be another victory for Mr Cool, aka MS Dhoni.",7.096,Positive
4931,MS Dhoni,"#IPL2018Final Congrats @msdhoni for winning #IPL2018 , most successful captain ever in all formats of game. We love u @CSKFansOfficial",9.441,Positive
4938,MS Dhoni,Watson make it happen for CSK and now we can see smile on Dhoni's face. Cheers moment for #CSK fans. #CSKvSRH #IPL2018Final,6.808,Positive
4941,MS Dhoni,#CSK is to win this #IPL2018Final 😃. #CSKvsSRH #MSDhoni #IPL2018 #Cricket,5.859,Positive
4960,MS Dhoni,"My prediction- when CSK win the match . Dhoni haters will say - Match was Fix. 🤣🤣🤣🤣🤣
#IPL2018Final #CSKvsSRH",1.5310000000000001,Positive
4965,MS Dhoni,"But I want Dhoni to finish the match! 💕

#IPL2018Final #CSKvSRH #TeamDhoni",1.5110000000000001,Positive
4966,MS Dhoni,I WANT TO HEAR......DHONI FINISHES OFF IN STYLE WITH A MAGNIFICENT STRIKE INTO THE CROWD. #CSKvSRH #WhistlePodu #YelloveFinals #IPL2018Final,6.633,Positive
4970,MS Dhoni,"RT @OVIYAarmy06: 3 TIME CHAMPION DAW "" GUYS BE READY...WE ARE HEADING
#CSKvsSRH  #IPL2018Final ts 👏👏👏 @ChennaiIPL #Dhoni #WhistlePodu #Whis…",6.841,Positive
4989,MS Dhoni,Dhoni kaa test knock miss karenge aaj 😭😭 watson hi match jeetayega 😛😛#IPL2018Final,-1.5310000000000001,Negative
4997,MS Dhoni,This match only needs a last ball MS Dhoni six to be perfect now. 😍 #IPL2018Final #CSKvSRH #WhistlePodu,5.718999999999999,Positive
5027,MS Dhoni,"@StarSportsIndia @msdhoni @SunRisers I've same watch like @msdhoni ⌚️ 
@ChennaiIPL #WhistlePodu  #YelloveFinals… https://t.co/f74h9HUvC0",3.612,Positive
5046,MS Dhoni,1st time #CSK easy ha win paniruvanga nu ninaikiren...#CSKvSRH #IPL2018Final @ChennaiIPL @msdhoni @ImRaina,8.442,Positive
5058,MS Dhoni,"RT @ImvkohlisSam: Abki baar Dhoni sarkar 😂😂💪
#CSKvSRH #IPL2018Final #Dhoni",0.0,Neutral
5082,MS Dhoni,Crowd is waiting for Dhoni now. winning shot with 6.. we want this today too..  #MeriDoosriCountry #IPL2018Final… https://t.co/FZaTjyzPkE,5.718999999999999,Positive
5087,MS Dhoni,#Dhoni ana chahiye tha yaar is time me.... #CSKvSRH #IPL2018Final,0.0,Neutral
5110,MS Dhoni,CSK for life 💛 @msdhoni  #IPL2018Final,0.0,Neutral
5169,MS Dhoni,"Only thing left to see in this match is if Dhoni will finish the match with a six.  

#IPL2018Final",0.0,Neutral
5184,MS Dhoni,"CSK is like The Old Monk, loved by everyone. And these old monks are cracking it up. #IPL2018Final #CSKvSRH #CSKvsSRH @ChennaiIPL @msdhoni",7.506,Positive
5218,MS Dhoni,Dhoni k Watson ne SRH ki watt Laga di re #THALA #CSKvSRH #MSD  #IPL2018Final,0.0,Neutral
5219,MS Dhoni,#CSK is going to win this #IPL2018Final 😃. #CSKvsSRH #MSDhoni #IPL2018 #Cricket,5.859,Positive
5235,MS Dhoni,"Once A King always A King ..

IPL Ka King Kon?

DHoni&amp;HisCSK 😍

#Watsons #CSKvSRH #Dhoni #IPL2018Final",0.0,Neutral
5238,MS Dhoni,@BoriaMajumdar @ChennaiIPL @msdhoni Shane-sational innings from Watson. #IPL2018Final,0.0,Neutral
5272,MS Dhoni,"RT if you want @msdhoni on ground.
#Mahi #CSKvSRH #IPL2018Final",0.772,Positive
5277,MS Dhoni,#IPL2018Final #CSK WON @msdhoni 3TIME...HOHOHO...👏👏👏👏👏,6.633,Positive
5282,MS Dhoni,"Stage is set for Dhoni to hit the winning runs 
#IPL2018Final",5.2669999999999995,Positive
5290,MS Dhoni,"Kavi Dhoni is the only team he has ever met, but he has not played a team since Rayudu has failed to do so, but he has not been able to do so ... https://t.co/c2JmRnEm74",-7.9079999999999995,Negative
5311,MS Dhoni,"Better Dhoni finish cheyyataniki rakudadhu🙏 vasthe matram trolls mamuluga undav😂 
#CSKvSRH #SRHvCSK #IPL2018Final",4.404,Positive
5344,MS Dhoni,"RT @mayurkhadse: Once A King always A King ..

IPL Ka King Kon?

DHoni&amp;HisCSK 😍

#Watsons #CSKvSRH #Dhoni #IPL2018Final",0.0,Neutral
5354,MS Dhoni,"#IPL2018Final: Twitter Reacts To Dhoni's Lightening Quick Stumping Of Williamson
#CSKvSRH 
https://t.co/4LxaVDH53G",0.0,Neutral
5370,MS Dhoni,"WINNING Cheers 🍻 For  @ChennaiIPL @msdhoni

#IPL2018 #IPL11 #VIVOIPL @IPL #WhistlePodu 💛 #IPL2018Final #CSK https://t.co/t9RhHY6cDe",8.038,Positive
5382,MS Dhoni,We could've still hoped for a SRH win after Watson's assault(it's not over until its over) but unfortunately Dhoni… https://t.co/yvNuLYM0sL,0.258,Positive
5410,MS Dhoni,"RT @AjayKushwaha_: The father is the father, the son is the son, this is Dhoni's team 🇮🇳💪🇮🇳💪🇮🇳💪
#Watson # IPL2018final #CSKVSRH",0.0,Neutral
5412,MS Dhoni,"having said that, definitely the team that played the best cricket, led by an MS Dhoni of the glory years and suppo… https://t.co/pUh1TUI8Nd",9.153,Positive
5416,MS Dhoni,"Dhoni's wisdom or Williamson's guts. Which one you think will lift the cup today

#CSKvSRH 
#IPL2018Final",5.2669999999999995,Positive
5429,MS Dhoni,"#Dhoni is relaxed, chirpy, happy after tensing stand over for half of the innings. And yeah even I have trust that… https://t.co/0lgIZPrzbV",8.86,Positive
5441,MS Dhoni,"#IPL2018Final
Watson to ese khel rha he jese jitne k baad Dhoni esi hi Trophy dedega..!!😂 #SRHvCSK",0.0,Neutral
5450,MS Dhoni,#IPL2018Final. Why is #Dhoni still looking so tensed.,-3.851,Negative
5480,MS Dhoni,"RT @che_chora: RT if you want @msdhoni on ground.
#Mahi #CSKvSRH #IPL2018Final",0.772,Positive
5481,MS Dhoni,Now I understood why @msdhoni didn’t let @ShaneRWatson33 to bowl. 👏🏼👏🏼👏🏼👏🏼👏🏼 #IPL2018Final,0.0,Neutral
5491,MS Dhoni,"#WhistlePodu csk is like BJP of Indian politics and Dhoni is like Modi ,, all other team united like the opposition… https://t.co/MIjvxh6RZO",8.519,Positive
5528,MS Dhoni,"#IPL2018Final
#SRHvCSK 
#CSKvSRH 
#SRH 
#CSK 

Rashid Khan is wicket less in Finals 
That's is what Dhoni is all ab… https://t.co/Y56jPeG2DT",0.0,Neutral
5542,MS Dhoni,"#IPL2018Final When life gives you 10 consecutive dot balls, you can be  #ShaneWatson @msdhoni",0.0,Neutral
5558,MS Dhoni,"Meanwhile Dhoni in dressing room 
#IPL2018 #IPL2018Final #CSKvSRH https://t.co/ofZWxqmy0n",0.0,Neutral
5561,MS Dhoni,RT @LetUsPublishCom: #CSK is going to win this #IPL2018Final 😃. #CSKvsSRH #MSDhoni #IPL2018 #Cricket,5.859,Positive
5562,MS Dhoni,"In the stadium, soon from Dhoniiii Viratt cheers... It's going to be Messiiiii  Ronaldoooo cheers!
This is going to… https://t.co/aEowsipuB1",5.255,Positive
5566,MS Dhoni,"RT @abpnewstv: #IPL2018Final: Twitter Reacts To Dhoni's Lightening Quick Stumping Of Williamson
#CSKvSRH 
https://t.co/4LxaVDH53G",0.0,Neutral
5604,MS Dhoni,RT @vishalsrswt: Dhoni would be the most relieved man right now. He won't have to bat tonight #ipl #IPL2018Final #CSKvSRH,4.391,Positive
5725,MS Dhoni,RT @abbas_haiderr: This match only needs a last ball MS Dhoni six to be perfect now. 😍 #IPL2018Final #CSKvSRH #WhistlePodu,5.718999999999999,Positive
5753,MS Dhoni,"#IPL2018Final Congratulations MSD , CHK  @msdhoni  @ChennaiIPL @VIVO_IPLT20  we can do it ...",5.994000000000001,Positive
5761,MS Dhoni,"RT @MissusPokerFace: Like if MS DHONI is the only reason, you support CSK! 

#CSKvsSRH #IPL2018Final",6.696,Positive
5839,MS Dhoni,Rayudu doing his best to take the match to the last over so that Dhoni can finish it. #IPL2018Final,6.369,Positive
5860,MS Dhoni,"#CSKvSRH

We want #Mahi's Final Shot 🎉💥💥💥💥💥💥💥💥💥
#IPL2018Final @msdhoni @ShaneRWatson33 https://t.co/5sXBRAwnv5",0.772,Positive
5873,MS Dhoni,@msdhoni we love you.. you gonna win dis❤️ #IPL2018Final,8.402,Positive
5925,MS Dhoni,"WINNING Cheers 🍻 For  @ChennaiIPL @msdhoni
With @kingfisherworld

#IPL2018 #IPL11 #VIVOIPL @IPL #WhistlePodu 💛… https://t.co/RIzosbZ8Wn",8.038,Positive
5929,MS Dhoni,"I want Dhoni Ka Chakka On Aakhri Ball 
#IPL2018Final #CSKvSRH",0.772,Positive
5934,MS Dhoni,But Dhoni's smile is everything. 😍♥ #IPL2018Final #CSKvSRH #WhistlePodu,3.612,Positive
5992,MS Dhoni,"RT @sindhu_EXOL: @exo_chanluv @weareoneEXO Power pack combo #SRH Vs. #dhoniism in #IPL2018Final

@weareoneEXO
#EXO
#EXOL #MTVLAKPOPEXO
#MTV…",0.0,Neutral
6023,MS Dhoni,"Dhoni, Raina, Yusuf, Jadeja, Watson played in 2008 finals

Dhoni, Raina, Yusuf, Jadeja, Watson playing in 2018 fina… https://t.co/xOL4omELkx",4.939,Positive
6024,MS Dhoni,"#IPL2018Final 
@ChennaiIPL
CSK to win.
Awesome cool head Watson &amp; the captain cool Dhoni.",9.1,Positive
6040,MS Dhoni,"Hat-trick SIXES! #Watson on FIRE!

#IPL2018Final #CSKvsSRH #WhistlePodu #csk #dhoni #MSDhoni #thala #rcb #mumbai… https://t.co/CcSv7MUjUK",-5.743,Negative
6090,MS Dhoni,Now all credit of the win will be taken by Dhoni with 0% contribution @RoflGandhi_ #CSKvSRH #IPL2018Final,7.506,Positive
6103,MS Dhoni,RT @Cricketracker: MS Dhoni gives an epic reply when asked about giving fewer overs to Harbhajan Singh. #IPL2018 #IPL2018Final https://t.co…,3.4000000000000004,Positive
6117,MS Dhoni,"Dhoni will be disappointed if not get a chance to finish the last over 😉in his style!

 #IPL2018Final #CSKvSRH",-6.288,Negative
6153,MS Dhoni,"@TecnoMobileInd #WinWithTecno #IPL2018Final #CSKvSRH #Contest #ContestAlert

MY FOCUS PLAYER IS M. S. DHONI
Spottin… https://t.co/IsHEDPfGfQ",0.0,Neutral
6170,MS Dhoni,"#IPL2018Final: Watch Salman Khan, Anil Kapoor Turn Commentator, Praise MS Dhoni; Twitterati Call It 'Jhakass… https://t.co/zzELEYb45C",5.574,Positive
6203,MS Dhoni,"Is it time for #Dhoni to come out and finish the game yet?
#IPL2018Final #IPL #CSKvSRH",0.0,Neutral
6231,MS Dhoni,Everyone here including CSK fans want a wicket. Reason - MAHENDRA SINGH DHONI.❤️ #IPL2018Final #SRHvsCSK,0.772,Positive
6236,MS Dhoni,"All the things going well for #CSK fans.
All we need is a last ball six from #Dhoni and it will be the perfect matc… https://t.co/e1Zg602N8D",7.003,Positive
6246,MS Dhoni,#IPL2018Final #CSKvSRH Dhoni ko bas aakhir mein aake six maarne ka intezaar hai 😂,0.0,Neutral
6250,MS Dhoni,"Now on 2 Nd bowl after Break Over Riadu Out and Dhoni will come.
#IPL2018Final",0.0,Neutral
6268,MS Dhoni,"Congratulations @ChennaiIPL for winning #IPL2018Final 👍#MindedPerson_Mahi @msdhoni 👍
#ChakkDe_India",8.074,Positive
6280,MS Dhoni,"Koi batao Dhoni ke team ko , IPL ka Final hai , thoda to izzat kare. 
#CSKvSRH 
#IPL2018Final",0.0,Neutral
6308,MS Dhoni,"Dhoni padded up for the winning shot. 

@ChennaiIPL 
#IPL2018Final #CSKvSRH
#விசில்போடு #WhistlePodu
#Yellove… https://t.co/FDK5o3Y8Gm",5.2669999999999995,Positive
6337,MS Dhoni,"#IPL2018Final  @msdhoni  @ChennaiIPL  @ImRaina 

Thala Lovers....
Retweet For Dhoni
Like For Raina
please Doing....… https://t.co/IkX0zBtGkE",5.859,Positive
6374,MS Dhoni,"#IPL2018Final
Dhoni is next waiting for match finishing six",0.0,Neutral
6441,MS Dhoni,"RT @radhey_rapper: #IPL2018Final  @msdhoni  @ChennaiIPL  @ImRaina 

Thala Lovers....
Retweet For Dhoni
Like For Raina
please Doing........…",5.859,Positive
6467,MS Dhoni,"@TecnoMobileInd #WinWithTecno #IPL2018Final #CSKvSRH #Contest #ContestAlert

MY FOCUS PLAYER IS M. S. DHONI
Spottin… https://t.co/pL6QMYr1Vs",0.0,Neutral
6482,MS Dhoni,#msd toward win onther Final trophy...... what a captain.... @msdhoni @BCCI @IPL #IPL2018Final,5.859,Positive
6487,MS Dhoni,"RT @ne1111al: #WhistlePodu csk is like BJP of Indian politics and Dhoni is like Modi ,, all other team united like the opposition, still BJ…",8.519,Positive
6552,MS Dhoni,"RT @trollguruji: Hat-trick SIXES! #Watson on FIRE!

#IPL2018Final #CSKvsSRH #WhistlePodu #csk #dhoni #MSDhoni #thala #rcb #mumbai #ipl #che…",-5.743,Negative
6557,MS Dhoni,"Despite a fan of Dhoni &amp; cheering 4 CSK, he still say' 'Rashid khan is man of series of this IPL'... https://t.co/K3wQpg9PPj",3.265,Positive
6598,MS Dhoni,Can't wait to watch Dhoni lifting cup after so much time 😍 #vivoipl #IPL2018Final #WhistlePodu #CSKvSRH,0.0,Neutral
6599,MS Dhoni,#CSKvsSRH #IPL2018Final DHONI IS GAJA KESARI OF #IPL T20,0.0,Neutral
6606,MS Dhoni,"#CSK day. #winners #WhistlePodu @ChennaiIPL 
#dhoni #IPL2018Final",0.0,Neutral
6629,MS Dhoni,RT @ITGDsports: #IPL2018Final #CSKvsSRH @ChennaiIPL Why did Sanjay Manjrekar ask MS Dhoni to behave himself? Details here https://t.co/pJzh…,0.0,Neutral
6635,MS Dhoni,@ladywithflaws Now all credit of the win will be taken by Dhoni with 0% contribution #CSKvSRH #IPL2018Final,7.506,Positive
6648,MS Dhoni,The return of the King @msdhoni @ChennaiIPL #IPL2018Final #CSKvSRH,0.0,Neutral
6652,MS Dhoni,"RT @NushratBharucha: May the best team win #IPL2018Final.
@Msdhoni, #KaneWilliamson #CSKvsSRH",8.402,Positive
6674,MS Dhoni,"@TecnoMobileInd #WinWithTecno #IPL2018Final #CSKvSRH #Contest #ContestAlert

MY FOCUS PLAYER IS M. S. DHONI
Spottin… https://t.co/EvtbLXKwfP",0.0,Neutral
6681,MS Dhoni,"I've same watch like @msdhoni ⌚️ 
@ChennaiIPL #WhistlePodu  #YelloveFinals @ipl
#BESTvsBEST #WorldsToughestFinal… https://t.co/312cBnWupZ",3.612,Positive
6682,MS Dhoni,I know the trophy is already ours.. Now all I want is @ShaneRWatson33 completing 100 and @msdhoni finishing it with… https://t.co/nWvpFbeWvn,0.772,Positive
6720,MS Dhoni,"@msdhoni7_fans We agree.
 #SRHvCSK #WhistlePodu #Orangearmy #BESTvsBEST #IPL2018Final #DildaarHainHum https://t.co/MBYw6XfDc1",3.612,Positive
6730,MS Dhoni,"RT @LtbArun_RaviFan: #CSKvSRH

We want #Mahi's Final Shot 🎉💥💥💥💥💥💥💥💥💥
#IPL2018Final @msdhoni @ShaneRWatson33 https://t.co/5sXBRAwnv5",0.772,Positive
6756,MS Dhoni,RT @TheCricketGirll: Everyone here including CSK fans want a wicket. Reason - MAHENDRA SINGH DHONI.❤️ #IPL2018Final #SRHvsCSK,0.772,Positive
6785,MS Dhoni,"Am I the only one who wants wicket and want  Mahiya to come for batting 😢😢😢😢

#CSKvSRH #WorldsToughestFinal #IPL2018Final #MSDhoni",0.772,Positive
6787,MS Dhoni,"You know you've had a great IPL when three of your players have had their best season! Rayudu, Dhoni and Watto! Nam… https://t.co/6JEAKz2baX",8.715,Positive
6836,MS Dhoni,The game is building up for a box office finish will MSD walk🚶‍♂️in to give the finishing touch #IPL2018Final #csk #wankadeFinish @msdhoni,0.0,Neutral
6845,MS Dhoni,"Congratulations @msdhoni @ChennaiIPL For Winning The #IPL2018
A Champion Team Comeback like a Champions #ThalaMagic… https://t.co/iEzGxBI5PW",9.524000000000001,Positive
6855,MS Dhoni,RT @SijuMoothedath: Dhoni is to #CSK what #Modi is to India 😇 #IPL2018Final #CSKvSRH #CSKvsSRH,0.0,Neutral
6864,MS Dhoni,"RT @being_tiger_: Salman the man with most records in Bollywood praising Dhoni, the man with most trophies in indian cricket history. Two m…",5.423,Positive
6884,MS Dhoni,"RT @nillkool: Dho Dho Dho Dhoni ... 🏏

#CSKvSRH
# IPL2018Final
#IPL
#WhistlePodu",0.0,Neutral
6898,MS Dhoni,"Thuni wake up
Thuni wake up
Thuni wake up.

#CSKvSRH # IPL2018Final #Dhoni",0.0,Neutral
6921,MS Dhoni,"The Boys are Back 💪💪😍😍 
@ChennaiIPL 
@msdhoni 
#CSKvSRH 
#IPL2018Final https://t.co/IITFPNYpjt",0.0,Neutral
6945,MS Dhoni,"Is it too selfish of me to see Dhoni Playing.

#IPL2018Final",-3.182,Negative
6973,MS Dhoni,"Mahendra Daya Dana Dhoni has made history in IPL final Know what did Dhoni do in his name?
# CSKvsSRH ... https://t.co/JKYU1qjRN2",0.0,Neutral
6980,MS Dhoni,@firkiii Now all credit of the win will be taken by Dhoni with 0% contribution #CSKvSRH #IPL2018Final,7.506,Positive
6983,MS Dhoni,Feels like again @msdhoni will hit winning six #IPL2018Final #SRHvCSK,7.096,Positive
6993,MS Dhoni,"🎉#ChennaiSuperKing'ku #WhistlePodu 💐💖

- @ChennaiIPL @IPL #CSKvSRH #IPL2018Final #IPL2018 #MSDhoni #Thalaivar… https://t.co/VrDrL7zHKv",0.0,Neutral
7001,MS Dhoni,"Well done 100* 
@ShaneRWatson33  after strategic out,
@msdhoni
@ImRaina #IPL2018Final 10m viewers @HotStarIPL… https://t.co/E6l2K07kzM",2.732,Positive
